## Fri Dec  2 12:43:26 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dtjj1h_k --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dtjj1h_k --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_dtjj1h_k/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene-OL67_RS00270	1423144.Gal_00055	0.0	879.0	COG2270@1|root,COG2270@2|Bacteria,1MWXB@1224|Proteobacteria,2TSCV@28211|Alphaproteobacteria,34DZU@302485|Phaeobacter	28211|Alphaproteobacteria	S	Vacuole effluxer Atg22 like	MA20_25070	-	-	ko:K06902	ko04138,map04138	-	-	-	ko00000,ko00001,ko02000,ko04131	2.A.1.24,9.A.15.1	-	-	ATG22
gene-OL67_RS00275	1423144.Gal_00056	3.1e-138	390.0	COG0824@1|root,COG0824@2|Bacteria,1RCSP@1224|Proteobacteria,2U6RM@28211|Alphaproteobacteria,34EI0@302485|Phaeobacter	28211|Alphaproteobacteria	S	Thioesterase-like superfamily	-	-	-	-	-	-	-	-	-	-	-	-	4HBT_2
gene-OL67_RS00280	1423144.Gal_00057	2.59e-55	173.0	COG0762@1|root,COG0762@2|Bacteria,1N73Q@1224|Proteobacteria,2UFZR@28211|Alphaproteobacteria,34FQI@302485|Phaeobacter	28211|Alphaproteobacteria	S	YGGT family	MA20_25225	-	-	ko:K02221	-	-	-	-	ko00000,ko02044	-	-	-	YGGT
gene-OL67_RS00285	1423144.Gal_00058	0.0	1332.0	COG0514@1|root,COG0514@2|Bacteria,1MVGG@1224|Proteobacteria,2TS8B@28211|Alphaproteobacteria,34EGU@302485|Phaeobacter	28211|Alphaproteobacteria	L	RQC	recQ	-	3.6.4.12	ko:K03654	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DEAD,HRDC,Helicase_C,RQC,RecQ_Zn_bind
gene-OL67_RS00290	391619.PGA1_c31890	3e-172	481.0	COG3022@1|root,COG3022@2|Bacteria,1MUAF@1224|Proteobacteria,2TS11@28211|Alphaproteobacteria,34EZQ@302485|Phaeobacter	28211|Alphaproteobacteria	S	Peroxide stress protein YaaA	-	-	-	ko:K09861	-	-	-	-	ko00000	-	-	-	H2O2_YaaD
gene-OL67_RS00295	1423144.Gal_00060	0.0	1372.0	COG0784@1|root,COG5002@1|root,COG0784@2|Bacteria,COG5002@2|Bacteria,1NC9X@1224|Proteobacteria,2V309@28211|Alphaproteobacteria,34F97@302485|Phaeobacter	28211|Alphaproteobacteria	T	PAS fold	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA,PAS_7,Response_reg
gene-OL67_RS00300	1423144.Gal_00061	0.0	3284.0	COG2373@1|root,COG2373@2|Bacteria,1MV7J@1224|Proteobacteria,2TSAE@28211|Alphaproteobacteria,34EYW@302485|Phaeobacter	28211|Alphaproteobacteria	S	Alpha-2-Macroglobulin	MA20_30110	-	-	ko:K06894	-	-	-	-	ko00000	-	-	-	A2M,A2M_N,A2M_N_2,MG1,PAN_1,Thiol-ester_cl
gene-OL67_RS00305	1423144.Gal_00062	0.0	1220.0	COG4953@1|root,COG4953@2|Bacteria,1MUA9@1224|Proteobacteria,2TR2R@28211|Alphaproteobacteria,34F0D@302485|Phaeobacter	28211|Alphaproteobacteria	M	Penicillin-Binding Protein C-terminus Family	pbpC	-	2.4.1.129	ko:K05367	ko00550,map00550	-	-	-	ko00000,ko00001,ko01000,ko01003,ko01011	-	GT51	-	BiPBP_C,Transgly,Transpeptidase
gene-OL67_RS00310	1423144.Gal_00063	0.0	1327.0	COG5426@1|root,COG5426@2|Bacteria,1MVWA@1224|Proteobacteria,2TQNQ@28211|Alphaproteobacteria,34DR5@302485|Phaeobacter	28211|Alphaproteobacteria	S	membrane	MA20_44660	-	-	-	-	-	-	-	-	-	-	-	GATase1_like
gene-OL67_RS00315	1423144.Gal_00064	0.0	1823.0	28H8H@1|root,2Z7KE@2|Bacteria,1MV77@1224|Proteobacteria,2TSVV@28211|Alphaproteobacteria,34EYP@302485|Phaeobacter	28211|Alphaproteobacteria	S	Aerotolerance regulator N-terminal	MA20_44655	-	-	-	-	-	-	-	-	-	-	-	BatA,DUF4159
gene-OL67_RS00320	1423144.Gal_00065	4.37e-209	579.0	COG1721@1|root,COG1721@2|Bacteria,1MWPG@1224|Proteobacteria,2TTDX@28211|Alphaproteobacteria,34F3K@302485|Phaeobacter	28211|Alphaproteobacteria	S	Protein of unknown function DUF58	MA20_44650	-	-	-	-	-	-	-	-	-	-	-	DUF58
gene-OL67_RS00325	391619.PGA1_c31820	5.87e-231	637.0	COG0714@1|root,COG0714@2|Bacteria,1MUFN@1224|Proteobacteria,2TR0T@28211|Alphaproteobacteria,34F7Z@302485|Phaeobacter	28211|Alphaproteobacteria	S	ATPase family associated with various cellular activities (AAA)	moxR	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	-	ko:K03924	-	-	-	-	ko00000,ko01000	-	-	-	AAA_3
gene-OL67_RS00330	1423144.Gal_00067	2.12e-144	407.0	COG3816@1|root,COG3816@2|Bacteria,1RD5Q@1224|Proteobacteria,2U7DA@28211|Alphaproteobacteria,34FFM@302485|Phaeobacter	28211|Alphaproteobacteria	S	Protein of unknown function (DUF1285)	MA20_44640	-	-	ko:K09986	-	-	-	-	ko00000	-	-	-	DUF1285
gene-OL67_RS00335	1423144.Gal_00068	3.85e-182	506.0	COG3622@1|root,COG3622@2|Bacteria,1MV53@1224|Proteobacteria,2TSVI@28211|Alphaproteobacteria,34DVU@302485|Phaeobacter	28211|Alphaproteobacteria	G	Xylose isomerase-like TIM barrel	hyi	-	5.3.1.22,5.3.1.35	ko:K01816,ko:K22131	ko00630,ko01100,map00630,map01100	-	R01394	RC00511	ko00000,ko00001,ko01000	-	-	-	AP_endonuc_2
gene-OL67_RS00340	1423144.Gal_00069	4.64e-53	167.0	2BW28@1|root,33184@2|Bacteria,1N7HM@1224|Proteobacteria,2UFE9@28211|Alphaproteobacteria,34FYP@302485|Phaeobacter	28211|Alphaproteobacteria	S	Protein of unknown function (DUF2798)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2798
gene-OL67_RS00345	1423144.Gal_00070	0.0	1810.0	COG0258@1|root,COG0749@1|root,COG0258@2|Bacteria,COG0749@2|Bacteria,1MU31@1224|Proteobacteria,2TRJF@28211|Alphaproteobacteria,34F6H@302485|Phaeobacter	28211|Alphaproteobacteria	L	In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity	polA	GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003887,GO:0004518,GO:0004527,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006284,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008408,GO:0008409,GO:0009058,GO:0009059,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0033554,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0097159,GO:0140097,GO:1901360,GO:1901362,GO:1901363,GO:1901576	2.7.7.7	ko:K02335	ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko03440,map00230,map00240,map01100,map03030,map03410,map03420,map03440	-	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko01000,ko03032,ko03400	-	-	-	5_3_exonuc,5_3_exonuc_N,DNA_pol_A,DNA_pol_A_exo1
gene-OL67_RS00350	391619.PGA1_c31770	0.0	1247.0	COG3300@1|root,COG5001@1|root,COG3300@2|Bacteria,COG5001@2|Bacteria,1MU2C@1224|Proteobacteria,2TQS3@28211|Alphaproteobacteria,34DW3@302485|Phaeobacter	28211|Alphaproteobacteria	T	Putative diguanylate phosphodiesterase	-	-	-	-	-	-	-	-	-	-	-	-	EAL,GGDEF,MHYT
gene-OL67_RS00355	391619.PGA1_c31760	4.33e-36	122.0	COG4391@1|root,COG4391@2|Bacteria,1N7F4@1224|Proteobacteria,2UFVF@28211|Alphaproteobacteria,34FXC@302485|Phaeobacter	28211|Alphaproteobacteria	S	Zinc-finger domain	-	-	-	-	-	-	-	-	-	-	-	-	zf-CHCC
gene-OL67_RS00360	1423144.Gal_00073	8.89e-218	601.0	COG1131@1|root,COG1131@2|Bacteria,1MUW7@1224|Proteobacteria,2TR2Q@28211|Alphaproteobacteria,34EJW@302485|Phaeobacter	28211|Alphaproteobacteria	V	ATPases associated with a variety of cellular activities	yadG	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
gene-OL67_RS00365	391619.PGA1_c31740	1.07e-77	232.0	2CJ7A@1|root,32S9D@2|Bacteria,1N1NT@1224|Proteobacteria,2UCA0@28211|Alphaproteobacteria,34FTP@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS00370	1423144.Gal_00075	2.04e-174	487.0	28INX@1|root,2Z8P0@2|Bacteria,1MWCP@1224|Proteobacteria,2U0Y7@28211|Alphaproteobacteria,34EET@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS00375	1423144.Gal_00076	1.03e-137	393.0	2BMZ5@1|root,32GJ1@2|Bacteria,1MYYN@1224|Proteobacteria,2U99W@28211|Alphaproteobacteria,34FVF@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS00380	391619.PGA1_c31710	0.0	1971.0	COG0664@1|root,COG1132@1|root,COG4988@1|root,COG0664@2|Bacteria,COG1132@2|Bacteria,COG4988@2|Bacteria,1MWTY@1224|Proteobacteria,2TRSY@28211|Alphaproteobacteria,34GC4@302485|Phaeobacter	28211|Alphaproteobacteria	COTV	Cyclic nucleotide-monophosphate binding domain	-	-	-	ko:K02021	-	-	-	-	ko00000,ko02000	3.A.1.106,3.A.1.110,3.A.1.112,3.A.1.113,3.A.1.117,3.A.1.21	-	-	ABC_membrane,ABC_tran,cNMP_binding
gene-OL67_RS00385	391619.PGA1_c31700	1.11e-193	540.0	COG1266@1|root,COG1266@2|Bacteria,1QSFU@1224|Proteobacteria,2U5DX@28211|Alphaproteobacteria,34F2Z@302485|Phaeobacter	28211|Alphaproteobacteria	S	CAAX protease self-immunity	-	-	-	ko:K07052	-	-	-	-	ko00000	-	-	-	Abi
gene-OL67_RS00390	1423144.Gal_00079	4.61e-222	612.0	COG0777@1|root,COG0777@2|Bacteria,1MW8G@1224|Proteobacteria,2TRSH@28211|Alphaproteobacteria,34DXW@302485|Phaeobacter	28211|Alphaproteobacteria	I	Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA	accD	-	2.1.3.15,6.4.1.2	ko:K01963	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04386	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	-	Carboxyl_trans
gene-OL67_RS00395	1423144.Gal_00080	3.93e-289	791.0	COG0285@1|root,COG0285@2|Bacteria,1MVCH@1224|Proteobacteria,2TR64@28211|Alphaproteobacteria,34E1R@302485|Phaeobacter	28211|Alphaproteobacteria	H	Mur ligase middle domain	folC	-	6.3.2.12,6.3.2.17	ko:K11754	ko00790,ko01100,map00790,map01100	M00126,M00841	R00942,R02237,R04241	RC00064,RC00090,RC00162	ko00000,ko00001,ko00002,ko01000	-	-	-	Mur_ligase_M
gene-OL67_RS00400	391619.PGA1_c31670	2.78e-251	690.0	COG1485@1|root,COG1485@2|Bacteria,1MUUW@1224|Proteobacteria,2TRG1@28211|Alphaproteobacteria,34E38@302485|Phaeobacter	28211|Alphaproteobacteria	S	AFG1-like ATPase	zapE	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0006091,GO:0006119,GO:0006123,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009060,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016020,GO:0016043,GO:0016310,GO:0017144,GO:0019538,GO:0019637,GO:0019646,GO:0019693,GO:0022900,GO:0022904,GO:0030163,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0034641,GO:0035694,GO:0042773,GO:0042775,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046034,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0071840,GO:0072521,GO:1901135,GO:1901360,GO:1901564,GO:1901565,GO:1901575	-	ko:K06916	-	-	-	-	ko00000,ko03036	-	-	-	AFG1_ATPase
gene-OL67_RS00405	1423144.Gal_00082	2.27e-288	788.0	COG0477@1|root,COG2814@2|Bacteria,1MVHG@1224|Proteobacteria,2TRA4@28211|Alphaproteobacteria,34E0T@302485|Phaeobacter	28211|Alphaproteobacteria	EGP	Major Facilitator Superfamily	MA20_42180	-	-	-	-	-	-	-	-	-	-	-	MFS_1
gene-OL67_RS00410	1423144.Gal_00083	4.22e-214	592.0	COG2423@1|root,COG2423@2|Bacteria,1MWH6@1224|Proteobacteria,2TSR9@28211|Alphaproteobacteria,34FBF@302485|Phaeobacter	28211|Alphaproteobacteria	E	Ornithine cyclodeaminase/mu-crystallin family	-	-	4.3.1.12	ko:K01750	ko00330,ko01110,ko01130,ko01230,map00330,map01110,map01130,map01230	-	R00671	RC00354	ko00000,ko00001,ko01000	-	-	-	OCD_Mu_crystall
gene-OL67_RS00415	391619.PGA1_c31640	4.19e-146	411.0	COG1011@1|root,COG1011@2|Bacteria,1RHAB@1224|Proteobacteria,2U7PV@28211|Alphaproteobacteria,34DT1@302485|Phaeobacter	28211|Alphaproteobacteria	S	Haloacid dehalogenase-like hydrolase	-	-	3.8.1.2	ko:K01560	ko00361,ko00625,ko01100,ko01120,map00361,map00625,map01100,map01120	-	R05287	RC00697	ko00000,ko00001,ko01000	-	-	-	HAD_2,Hydrolase
gene-OL67_RS00420	1423144.Gal_00085	2.03e-224	619.0	COG0697@1|root,COG0697@2|Bacteria,1MXPW@1224|Proteobacteria,2U1CD@28211|Alphaproteobacteria,34F2J@302485|Phaeobacter	28211|Alphaproteobacteria	EG	EamA-like transporter family	-	-	-	ko:K15270	-	-	-	-	ko00000,ko02000	2.A.7.3.7	-	-	EamA
gene-OL67_RS00425	391619.PGA1_c31620	5.75e-101	293.0	COG1671@1|root,COG1671@2|Bacteria,1RCZA@1224|Proteobacteria,2U997@28211|Alphaproteobacteria,34DX9@302485|Phaeobacter	28211|Alphaproteobacteria	S	Uncharacterized BCR, YaiI/YqxD family COG1671	MA20_27470	-	-	ko:K09768	-	-	-	-	ko00000	-	-	-	DUF188
gene-OL67_RS00430	1423144.Gal_00087	0.0	967.0	COG1249@1|root,COG1249@2|Bacteria,1MVVE@1224|Proteobacteria,2TSG7@28211|Alphaproteobacteria,34DUK@302485|Phaeobacter	28211|Alphaproteobacteria	C	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	sthA	-	1.6.1.1	ko:K00322	ko00760,ko01100,map00760,map01100	-	R00112	RC00001	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2,Pyr_redox_dim
gene-OL67_RS00435	391619.PGA1_c31600	9.9e-203	560.0	COG0627@1|root,COG0627@2|Bacteria,1MUID@1224|Proteobacteria,2TQSM@28211|Alphaproteobacteria,34ED6@302485|Phaeobacter	28211|Alphaproteobacteria	S	Serine hydrolase involved in the detoxification of formaldehyde	fghA	-	3.1.2.12	ko:K01070	ko00680,ko01120,ko01200,map00680,map01120,map01200	-	R00527	RC00167,RC00320	ko00000,ko00001,ko01000	-	CE1	-	Esterase
gene-OL67_RS00440	391619.PGA1_c31590	4.74e-198	551.0	COG0679@1|root,COG0679@2|Bacteria,1PINE@1224|Proteobacteria,2TUJR@28211|Alphaproteobacteria,34E37@302485|Phaeobacter	28211|Alphaproteobacteria	S	Membrane transport protein	-	-	-	ko:K07088	-	-	-	-	ko00000	-	-	-	Mem_trans
gene-OL67_RS00445	1423144.Gal_00090	1.14e-136	389.0	COG1309@1|root,COG1309@2|Bacteria,1MZ9E@1224|Proteobacteria,2U0MU@28211|Alphaproteobacteria,34FFD@302485|Phaeobacter	28211|Alphaproteobacteria	K	AefR-like transcriptional repressor, C-terminal region	acnR	-	-	-	-	-	-	-	-	-	-	-	TetR_C_7,TetR_N
gene-OL67_RS00450	1423144.Gal_00091	3.9e-112	323.0	COG3909@1|root,COG3909@2|Bacteria,1N7ST@1224|Proteobacteria,2UGJA@28211|Alphaproteobacteria,34FTE@302485|Phaeobacter	28211|Alphaproteobacteria	C	Cytochrome C'	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrom_C_2
gene-OL67_RS00455	391619.PGA1_c31560	1.01e-160	451.0	COG0640@1|root,COG0640@2|Bacteria,1MWCW@1224|Proteobacteria,2TTA5@28211|Alphaproteobacteria,34E5I@302485|Phaeobacter	28211|Alphaproteobacteria	K	helix_turn_helix, Arsenical Resistance Operon Repressor	-	-	-	-	-	-	-	-	-	-	-	-	HTH_20
gene-OL67_RS00460	391619.PGA1_c31550	4.04e-75	225.0	2CCMQ@1|root,32RW3@2|Bacteria,1MZHB@1224|Proteobacteria,2UCC9@28211|Alphaproteobacteria,34FTG@302485|Phaeobacter	28211|Alphaproteobacteria	S	Protein of unknown function (DUF2794)	MA20_43795	-	-	-	-	-	-	-	-	-	-	-	DUF2794
gene-OL67_RS00465	1423144.Gal_00094	5.82e-188	523.0	COG0791@1|root,COG0791@2|Bacteria,1MW03@1224|Proteobacteria,2TSFG@28211|Alphaproteobacteria,34FAQ@302485|Phaeobacter	28211|Alphaproteobacteria	M	NlpC/P60 family	-	-	-	-	-	-	-	-	-	-	-	-	NLPC_P60,SH3_3
gene-OL67_RS00470	391619.PGA1_c31530	0.0	868.0	COG0260@1|root,COG0260@2|Bacteria,1MUIN@1224|Proteobacteria,2TSI6@28211|Alphaproteobacteria,34F4N@302485|Phaeobacter	28211|Alphaproteobacteria	E	Cytosol aminopeptidase family, catalytic domain	pepA	-	3.4.11.1	ko:K01255	ko00480,ko01100,map00480,map01100	-	R00899,R04951	RC00096,RC00141	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_M17
gene-OL67_RS00475	1423144.Gal_00096	4.61e-84	248.0	2C1XR@1|root,32T89@2|Bacteria,1N1HY@1224|Proteobacteria,2UCII@28211|Alphaproteobacteria,34FQ3@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS00480	1423144.Gal_00097	8.8e-162	452.0	COG0288@1|root,COG0288@2|Bacteria,1NGFN@1224|Proteobacteria,2TRPD@28211|Alphaproteobacteria,34EPN@302485|Phaeobacter	28211|Alphaproteobacteria	P	Reversible hydration of carbon dioxide	cynT	-	4.2.1.1	ko:K01673	ko00910,map00910	-	R00132,R10092	RC02807	ko00000,ko00001,ko01000	-	-	-	Pro_CA
gene-OL67_RS00485	391619.PGA1_c31500	1.9e-279	763.0	2C8CV@1|root,2Z8NV@2|Bacteria,1MWPM@1224|Proteobacteria,2TU5G@28211|Alphaproteobacteria,34EE2@302485|Phaeobacter	28211|Alphaproteobacteria	S	Protein of unknown function (DUF3095)	MA20_06625	-	-	-	-	-	-	-	-	-	-	-	DUF3095
gene-OL67_RS00490	1423144.Gal_00099	4.17e-262	720.0	COG2271@1|root,COG2271@2|Bacteria,1PND6@1224|Proteobacteria,2TS48@28211|Alphaproteobacteria,34DZN@302485|Phaeobacter	28211|Alphaproteobacteria	G	Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
gene-OL67_RS00495	1423144.Gal_00100	6.03e-247	677.0	COG0136@1|root,COG0136@2|Bacteria,1MUHG@1224|Proteobacteria,2TSRD@28211|Alphaproteobacteria,34F5B@302485|Phaeobacter	28211|Alphaproteobacteria	E	Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate	asd	-	1.2.1.11	ko:K00133	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00017,M00018,M00033,M00525,M00526,M00527	R02291	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	-	Semialdhyde_dh,Semialdhyde_dhC
gene-OL67_RS00500	1423144.Gal_00101	3.65e-67	204.0	2DNUG@1|root,32Z7V@2|Bacteria,1NDMW@1224|Proteobacteria,2UFP9@28211|Alphaproteobacteria,34FY0@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS00505	391619.PGA1_c31460	2.64e-312	860.0	COG1842@1|root,COG1842@2|Bacteria,1QW5I@1224|Proteobacteria,2TWNE@28211|Alphaproteobacteria	28211|Alphaproteobacteria	KT	N-terminal domain of unknown function (DUF4140)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4139,DUF4140
gene-OL67_RS00510	1423144.Gal_00103	8.93e-232	640.0	COG4177@1|root,COG4177@2|Bacteria,1MZDJ@1224|Proteobacteria,2TRYJ@28211|Alphaproteobacteria,34GD7@302485|Phaeobacter	28211|Alphaproteobacteria	U	Branched-chain amino acid transport system / permease component	MA20_23495	-	-	ko:K01998	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	BPD_transp_2
gene-OL67_RS00515	1423144.Gal_00104	2.74e-224	620.0	COG0559@1|root,COG0559@2|Bacteria,1MVZ5@1224|Proteobacteria,2TRD6@28211|Alphaproteobacteria,34G8J@302485|Phaeobacter	28211|Alphaproteobacteria	U	Branched-chain amino acid transport system / permease component	MA20_23490	-	-	ko:K01997	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	BPD_transp_2
gene-OL67_RS00520	1423144.Gal_00105	1.23e-173	484.0	COG0410@1|root,COG0410@2|Bacteria,1MW9R@1224|Proteobacteria,2TQTA@28211|Alphaproteobacteria,34G0X@302485|Phaeobacter	28211|Alphaproteobacteria	E	ATPases associated with a variety of cellular activities	MA20_23485	-	-	ko:K01996	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	ABC_tran
gene-OL67_RS00525	391619.PGA1_c31420	4.07e-172	481.0	COG0411@1|root,COG0411@2|Bacteria,1MX51@1224|Proteobacteria,2TTG6@28211|Alphaproteobacteria,34GE6@302485|Phaeobacter	28211|Alphaproteobacteria	E	ATPases associated with a variety of cellular activities	-	-	-	ko:K01995	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	ABC_tran,BCA_ABC_TP_C
gene-OL67_RS00530	391619.PGA1_c31410	5.51e-284	776.0	COG0683@1|root,COG0683@2|Bacteria,1N1MX@1224|Proteobacteria,2TSIX@28211|Alphaproteobacteria,34G5N@302485|Phaeobacter	28211|Alphaproteobacteria	E	Receptor family ligand binding region	MA20_23475	-	-	ko:K01999	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	Peripla_BP_6
gene-OL67_RS00535	1423144.Gal_00108	2.29e-177	494.0	COG3836@1|root,COG3836@2|Bacteria,1MUSG@1224|Proteobacteria,2TT2W@28211|Alphaproteobacteria,34EYI@302485|Phaeobacter	28211|Alphaproteobacteria	G	HpcH/HpaI aldolase/citrate lyase family	hpcH	-	4.1.2.20,4.1.2.52	ko:K01630,ko:K02510	ko00053,ko00350,ko01120,map00053,map00350,map01120	-	R01645,R01647,R02754,R03277	RC00307,RC00435,RC00572,RC00574,RC03057	ko00000,ko00001,ko01000	-	-	-	HpcH_HpaI
gene-OL67_RS00540	1423144.Gal_00109	0.0	960.0	COG0076@1|root,COG0076@2|Bacteria,1MWUX@1224|Proteobacteria,2TTUK@28211|Alphaproteobacteria,34ERG@302485|Phaeobacter	28211|Alphaproteobacteria	E	Pyridoxal-dependent decarboxylase conserved domain	ddc	-	4.1.1.105,4.1.1.28	ko:K01593	ko00350,ko00360,ko00380,ko00901,ko00950,ko00965,ko01100,ko01110,ko04726,ko04728,ko05030,ko05031,ko05034,map00350,map00360,map00380,map00901,map00950,map00965,map01100,map01110,map04726,map04728,map05030,map05031,map05034	M00037,M00042	R00685,R00699,R00736,R02080,R02701,R04909	RC00299	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Pyridoxal_deC
gene-OL67_RS00545	391619.PGA1_c31370	2.88e-91	268.0	COG1846@1|root,COG1846@2|Bacteria,1RCY7@1224|Proteobacteria,2UAR3@28211|Alphaproteobacteria,34FPD@302485|Phaeobacter	28211|Alphaproteobacteria	K	helix_turn_helix multiple antibiotic resistance protein	hpaR	-	-	-	-	-	-	-	-	-	-	-	MarR,MarR_2
gene-OL67_RS00550	1423144.Gal_00111	5.42e-265	730.0	COG2379@1|root,COG2379@2|Bacteria,1MVIK@1224|Proteobacteria,2TQJY@28211|Alphaproteobacteria,34E14@302485|Phaeobacter	28211|Alphaproteobacteria	G	MOFRL family	ttuD	-	2.7.1.165	ko:K11529	ko00030,ko00260,ko00561,ko00630,ko00680,ko01100,ko01120,ko01130,ko01200,map00030,map00260,map00561,map00630,map00680,map01100,map01120,map01130,map01200	M00346	R08572	RC00002,RC00428	ko00000,ko00001,ko00002,ko01000	-	-	-	DUF4147,MOFRL
gene-OL67_RS00555	1423144.Gal_00112	0.0	1053.0	COG3119@1|root,COG3119@2|Bacteria,1MV0B@1224|Proteobacteria,2TRI6@28211|Alphaproteobacteria,34DWB@302485|Phaeobacter	28211|Alphaproteobacteria	P	Sulfatase	pehA	-	-	-	-	-	-	-	-	-	-	-	DUF4976,Sulfatase
